protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
wifi,Header_Length,0.0,1816065.4137500105,0,,200000,0.0,9755441.0,0.0,1816065.4137500105,64031
wifi,Protocol Type,1.0,17.0,1,semantic,200000,0.0,17.0,1.0,17.0,486
wifi,Duration,54.900001525878906,104.11000061035156,0,,200000,0.0,255.0,54.900001525878906,104.11000061035156,1685
wifi,Rate,0.0,182361.046875,0,,200000,0.0,2097152.0,0.0,182361.046875,149273
wifi,Srate,0.0,182361.046875,0,,200000,0.0,2097152.0,0.0,182361.046875,149273
wifi,Drate,0.0,0.0,1,auto_low_cardinality,200000,0.0,0.0,0.0,0.0,1
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.5,0.0,0.0,9
wifi,syn_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,107
wifi,rst_flag_number,0.0,0.7599999904632568,1,semantic,200000,0.0,1.0,0.0,0.7599999904632568,105
wifi,psh_flag_number,0.0,0.5,1,semantic,200000,0.0,1.0,0.0,0.5,56
wifi,ack_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,110
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,ack_count,0.0,0.0,0,,200000,0.0,3.799999952316284,0.0,0.0,36
wifi,syn_count,0.0,2.0,0,,200000,0.0,6.079999923706055,0.0,2.0,249
wifi,fin_count,0.0,1.0,0,,200000,0.0,3.299999952316284,0.0,1.0,118
wifi,rst_count,0.0,3908.8050488281297,0,,200000,0.0,21783.5,0.0,3908.8050488281297,10497
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,1.0,0.0,0.0,17
wifi,HTTPS,0.0,0.5,1,semantic,200000,0.0,1.0,0.0,0.5,97
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.6000000238418579,0.0,0.0,16
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,TCP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,97
wifi,UDP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,100
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.5600000023841858,0.0,0.0,6
wifi,ARP,0.0,0.0,1,semantic,200000,0.0,1.0,0.0,0.0,27
wifi,ICMP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,97
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.4000000059604645,0.0,0.0,5
wifi,IPv,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,27
wifi,LLC,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,27
wifi,Tot sum,369.20001220703125,5554.6800976563245,0,,200000,50.0,42435.80078125,369.20001220703125,5554.6800976563245,17242
wifi,Min,42.0,154.8000030517578,0,,200000,42.0,2382.800048828125,42.0,154.8000030517578,2413
wifi,Max,42.0,1252.0,0,,200000,42.0,5858.0,42.0,1252.0,8389
wifi,AVG,42.0,583.1274682617332,0,,200000,42.0,3140.586669921875,42.0,583.1274682617332,27880
wifi,Std,0.0,325.28142761230487,0,,200000,0.0,1555.63671875,0.0,325.28142761230487,26479
wifi,Tot size,42.0,569.4044244384806,0,,200000,42.0,2962.0,42.0,569.4044244384806,6722
wifi,IAT,0.00010712122631957755,170006496.16,0,,200000,0.0,170118384.0,0.00010712122631957755,170006496.16,6174
wifi,Number,5.5,13.5,0,,200000,1.0,15.0,5.5,13.5,74
wifi,Magnitue,9.165151596069336,32.916131896972985,0,,200000,9.165151596069336,79.0752182006836,9.165151596069336,32.916131896972985,27570
wifi,Radius,0.0,459.78859405517795,0,,200000,0.0,2203.023193359375,0.0,459.78859405517795,25708
wifi,Covariance,0.0,126813.35773437534,0,,200000,0.0,2720562.75,0.0,126813.35773437534,25777
wifi,Variance,0.0,1.0,0,,200000,0.0,1.0,0.0,1.0,107
wifi,Weight,38.5,244.60000610351562,0,,200000,1.0,244.60000610351562,38.5,244.60000610351562,77
