protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
wifi,Header_Length,0.0,1828142.198750006,0,,200000,0.0,9651327.0,0.0,1828142.198750006,64142
wifi,Protocol Type,1.0,17.0,1,semantic,200000,0.0,17.0,1.0,17.0,471
wifi,Duration,53.599998474121094,106.0999984741211,0,,200000,0.0,255.0,53.599998474121094,106.0999984741211,1671
wifi,Rate,0.0,182361.046875,0,,200000,0.0,2097152.0,0.0,182361.046875,149553
wifi,Srate,0.0,182361.046875,0,,200000,0.0,2097152.0,0.0,182361.046875,149553
wifi,Drate,0.0,0.0,1,auto_low_cardinality,200000,0.0,0.0,0.0,0.0,1
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.4000000059604645,0.0,0.0,8
wifi,syn_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,103
wifi,rst_flag_number,0.0,0.7200000286102295,1,semantic,200000,0.0,1.0,0.0,0.7200000286102295,103
wifi,psh_flag_number,0.0,0.5,1,semantic,200000,0.0,1.0,0.0,0.5,58
wifi,ack_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,106
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,ack_count,0.0,0.0,0,,200000,0.0,4.0,0.0,0.0,34
wifi,syn_count,0.0,2.0,0,,200000,0.0,6.699999809265137,0.0,2.0,246
wifi,fin_count,0.0,1.0,0,,200000,0.0,5.0,0.0,1.0,119
wifi,rst_count,0.0,3887.101096191407,0,,200000,0.0,20745.5,0.0,3887.101096191407,10510
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,1.0,0.0,0.0,18
wifi,HTTPS,0.0,0.5,1,semantic,200000,0.0,1.0,0.0,0.5,101
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.699999988079071,0.0,0.0,16
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,4
wifi,TCP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,97
wifi,UDP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,99
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.4000000059604645,0.0,0.0,4
wifi,ARP,0.0,0.0,1,semantic,200000,0.0,1.0,0.0,0.0,31
wifi,ICMP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,101
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.30000001192092896,0.0,0.0,6
wifi,IPv,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,31
wifi,LLC,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,31
wifi,Tot sum,363.3959939575195,5415.012001953136,0,,200000,50.0,37657.3984375,363.3959939575195,5415.012001953136,17329
wifi,Min,42.0,138.0,0,,200000,42.0,1948.4000244140625,42.0,138.0,2407
wifi,Max,42.0,1242.0,0,,200000,42.0,5858.0,42.0,1242.0,8562
wifi,AVG,42.0,543.8819177246097,0,,200000,42.0,2771.92138671875,42.0,543.8819177246097,28009
wifi,Std,0.0,325.2696145629886,0,,200000,0.0,1688.5286865234375,0.0,325.2696145629886,26627
wifi,Tot size,42.0,535.6007757568367,0,,200000,42.0,3106.800048828125,42.0,535.6007757568367,6697
wifi,IAT,0.00010819244096637703,170006736.0,0,,200000,-1.2820613384246826,170117840.0,0.00010819244096637703,170006736.0,6284
wifi,Number,5.5,13.5,0,,200000,1.0,13.5,5.5,13.5,72
wifi,Magnitue,9.165151596069336,31.32589927673356,0,,200000,9.165151596069336,73.80184173583984,9.165151596069336,31.32589927673356,27646
wifi,Radius,0.0,459.97295959472723,0,,200000,0.0,2392.80908203125,0.0,459.97295959472723,25854
wifi,Covariance,0.0,124710.76734375165,0,,200000,0.0,2865469.75,0.0,124710.76734375165,25911
wifi,Variance,0.0,1.0,0,,200000,0.0,1.0,0.0,1.0,106
wifi,Weight,38.5,244.60000610351562,0,,200000,1.0,244.60000610351562,38.5,244.60000610351562,73
