split,epsilon,source_relpath,source_row_index,baseline_margin,adv_margin,queries_used,l0,l2,linf
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,520,0.0002300739288330078,-0.0003019571304321289,24,2,0.1085765476719265,0.10851669311523438
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,553,0.00042808055877685547,-0.00030863285064697266,24,4,12617.065378867155,12607.875
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,559,0.0004597306251525879,-0.00024950504302978516,24,2,0.1643552218624808,0.1638202667236328
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,562,0.00047528743743896484,-0.0004458427429199219,24,4,35.59417568796081,25.16863250732422
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,567,0.0005006194114685059,-4.8100948333740234e-05,24,3,1537.3594052454248,1537.359375
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,606,0.0006697773933410645,-0.00030601024627685547,48,3,2.074223065346241,2.0691070556640625
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,611,0.0006886720657348633,-0.0002968907356262207,48,5,19.626400133663555,13.852210998535156
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,656,0.0008338093757629395,-0.00030493736267089844,48,4,6.1347349933309,5.974212646484375
train_bluetooth_mlp_bluetooth_recovery_e,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,679,0.0008946061134338379,-0.0003269314765930176,48,5,18125.840074245876,18112.21875
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,90385,1.1920928955078125e-07,-0.0035737156867980957,24,4,1126664.9380572382,1125694.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,91063,8.094310760498047e-05,-0.001321554183959961,24,3,2359225.217383913,2357192.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,91306,0.00010895729064941406,-0.0015220046043395996,24,4,1768063.7710713977,1766540.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,91453,0.00012570619583129883,-0.001318514347076416,24,2,2328234.557475827,2326228.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,91699,0.0001533031463623047,-0.0013552308082580566,24,3,2.0326193678934965,1.983260154724121
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,91906,0.00017625093460083008,-0.0020859837532043457,24,2,2.559986052582791,2.156393051147461
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,92050,0.0001919269561767578,-0.0008395910263061523,24,4,1982522.6779129128,1980814.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,92071,0.00019419193267822266,-0.00040525197982788086,24,3,1189264.749893778,1188254.0
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,92961,4.172325134277344e-06,-0.0017875432968139648,24,2,2.0420085988365733,2.042008399963379
val_bluetooth_mlp,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,92969,5.125999450683594e-06,-0.0014441609382629395,24,2,2266887.8742440324,2264934.0
