protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
wifi,Header_Length,0.0,2098820.45750002,0,,200000,0.0,9755441.0,0.0,2098820.45750002,53545
wifi,Protocol Type,1.0,17.0,1,semantic,200000,0.0,17.0,1.0,17.0,493
wifi,Duration,55.79999923706055,111.50099998474214,0,,200000,0.0,255.0,55.79999923706055,111.50099998474214,1940
wifi,Rate,0.0,169549.57140625015,0,,200000,0.0,2097152.0,0.0,169549.57140625015,149558
wifi,Srate,0.0,169549.57140625015,0,,200000,0.0,2097152.0,0.0,169549.57140625015,149558
wifi,Drate,0.0,0.0,1,auto_low_cardinality,200000,0.0,0.0,0.0,0.0,1
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.4000000059604645,0.0,0.0,7
wifi,syn_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,113
wifi,rst_flag_number,0.0,0.8600000143051147,1,semantic,200000,0.0,1.0,0.0,0.8600000143051147,113
wifi,psh_flag_number,0.0,0.36000001430511475,1,semantic,200000,0.0,1.0,0.0,0.36000001430511475,57
wifi,ack_flag_number,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,116
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.20000000298023224,0.0,0.0,4
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.20000000298023224,0.0,0.0,4
wifi,ack_count,0.0,0.0,0,,200000,0.0,4.0,0.0,0.0,37
wifi,syn_count,0.0,2.0,0,,200000,0.0,6.5,0.0,2.0,268
wifi,fin_count,0.0,1.0,0,,200000,0.0,4.5,0.0,1.0,136
wifi,rst_count,0.0,640.0259997558836,0,,200000,0.0,20855.5,0.0,640.0259997558836,6025
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,1.0,0.0,0.0,19
wifi,HTTPS,0.0,0.5,1,semantic,200000,0.0,1.0,0.0,0.5,102
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,1.0,0.0,0.0,20
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.6000000238418579,0.0,0.0,4
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.10000000149011612,0.0,0.0,3
wifi,TCP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,99
wifi,UDP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,106
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.4399999976158142,0.0,0.0,9
wifi,ARP,0.0,0.0,1,semantic,200000,0.0,1.0,0.0,0.0,25
wifi,ICMP,0.0,1.0,1,semantic,200000,0.0,1.0,0.0,1.0,105
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,200000,0.0,0.30000001192092896,0.0,0.0,5
wifi,IPv,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,25
wifi,LLC,1.0,1.0,1,semantic,200000,0.0,1.0,1.0,1.0,25
wifi,Tot sum,371.19801208496096,5492.366264648444,0,,200000,81.0,43304.6015625,371.19801208496096,5492.366264648444,15633
wifi,Min,42.0,142.10700607300456,0,,200000,42.0,1803.5999755859375,42.0,142.10700607300456,2495
wifi,Max,42.0,1252.0,0,,200000,42.0,8062.7998046875,42.0,1252.0,8277
wifi,AVG,42.0,587.2187603759793,0,,200000,42.0,2802.315673828125,42.0,587.2187603759793,26039
wifi,Std,0.0,343.7351205444336,0,,200000,0.0,1668.8345947265625,0.0,343.7351205444336,23911
wifi,Tot size,42.0,585.1702832031253,0,,200000,42.0,3106.800048828125,42.0,585.1702832031253,6896
wifi,IAT,0.0005352764012059197,170014944.32,0,,200000,0.0,170117824.0,0.0005352764012059197,170014944.32,5639
wifi,Number,5.5,13.5,0,,200000,1.0,15.0,5.5,13.5,67
wifi,Magnitue,9.165151596069336,32.75764377594003,0,,200000,9.165151596069336,74.84379577636719,9.165151596069336,32.75764377594003,25942
wifi,Radius,0.0,486.36834716796875,0,,200000,0.0,2365.4599609375,0.0,486.36834716796875,22988
wifi,Covariance,0.0,141421.42031250018,0,,200000,0.0,2935493.75,0.0,141421.42031250018,23056
wifi,Variance,0.0,1.0,0,,200000,0.0,1.0,0.0,1.0,123
wifi,Weight,38.5,244.60000610351562,0,,200000,1.0,244.60000610351562,38.5,244.60000610351562,73
