protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
wifi,Header_Length,0.0,1961526.3350000004,0,,50000,0.0,9568189.0,0.0,1961526.3350000004,19741
wifi,Protocol Type,1.0,17.0,1,semantic,50000,0.0,17.0,1.0,17.0,284
wifi,Duration,54.0,105.4000015258789,0,,50000,0.0,255.0,54.0,105.4000015258789,880
wifi,Rate,0.0,189967.26562500047,0,,50000,0.0,2097152.0,0.0,189967.26562500047,40984
wifi,Srate,0.0,189967.26562500047,0,,50000,0.0,2097152.0,0.0,189967.26562500047,40984
wifi,Drate,0.0,0.0,1,auto_low_cardinality,50000,0.0,0.0,0.0,0.0,1
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.5,0.0,0.0,7
wifi,syn_flag_number,0.0,1.0,1,semantic,50000,0.0,1.0,0.0,1.0,102
wifi,rst_flag_number,0.0,0.7400000095367432,1,semantic,50000,0.0,1.0,0.0,0.7400000095367432,99
wifi,psh_flag_number,0.0,0.5,1,semantic,50000,0.0,1.0,0.0,0.5,45
wifi,ack_flag_number,0.0,1.0,1,semantic,50000,0.0,1.0,0.0,1.0,102
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.10000000149011612,0.0,0.0,3
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.009999999776482582,0.0,0.0,2
wifi,ack_count,0.0,0.0,0,,50000,0.0,2.200000047683716,0.0,0.0,25
wifi,syn_count,0.0,2.0,0,,50000,0.0,6.0,0.0,2.0,206
wifi,fin_count,0.0,1.0,0,,50000,0.0,6.400000095367432,0.0,1.0,108
wifi,rst_count,0.0,4240.76419433595,0,,50000,0.0,18835.19921875,0.0,4240.76419433595,3254
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,1.0,0.0,0.0,16
wifi,HTTPS,0.0,0.6000000238418579,1,semantic,50000,0.0,1.0,0.0,0.6000000238418579,75
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.6000000238418579,0.0,0.0,12
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.10000000149011612,0.0,0.0,3
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.10000000149011612,0.0,0.0,3
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.10000000149011612,0.0,0.0,3
wifi,TCP,0.0,1.0,1,semantic,50000,0.0,1.0,0.0,1.0,73
wifi,UDP,0.0,1.0,1,semantic,50000,0.0,1.0,0.0,1.0,72
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.009999999776482582,0.0,0.0,2
wifi,ARP,0.0,0.0,1,semantic,50000,0.0,1.0,0.0,0.0,25
wifi,ICMP,0.0,1.0,1,semantic,50000,0.0,1.0,0.0,1.0,80
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,50000,0.0,0.4000000059604645,0.0,0.0,3
wifi,IPv,1.0,1.0,1,semantic,50000,0.0,1.0,1.0,1.0,25
wifi,LLC,1.0,1.0,1,semantic,50000,0.0,1.0,1.0,1.0,25
wifi,Tot sum,368.9979998779297,5646.1470947265725,0,,50000,50.0,42725.3984375,368.9979998779297,5646.1470947265725,6370
wifi,Min,42.0,167.6140060424833,0,,50000,42.0,1798.800048828125,42.0,167.6140060424833,1069
wifi,Max,42.0,1252.0,0,,50000,42.0,5858.0,42.0,1252.0,3747
wifi,AVG,42.0,604.3309643554734,0,,50000,42.0,3114.4443359375,42.0,604.3309643554734,8321
wifi,Std,0.0,323.0108731079105,0,,50000,0.0,1159.822998046875,0.0,323.0108731079105,7860
wifi,Tot size,42.0,575.9220239257858,0,,50000,42.0,2954.0,42.0,575.9220239257858,3199
wifi,IAT,0.00010039425040304196,170014224.0,0,,50000,0.0,170117760.0,0.00010039425040304196,170014224.0,2504
wifi,Number,5.5,13.5,0,,50000,1.0,13.5,5.5,13.5,29
wifi,Magnitue,9.165151596069336,33.58286132812506,0,,50000,9.165151596069336,78.7618408203125,9.165151596069336,33.58286132812506,8220
wifi,Radius,0.0,457.0221807861336,0,,50000,0.0,1640.2374267578125,0.0,457.0221807861336,7631
wifi,Covariance,0.0,129443.65742187515,0,,50000,0.0,1501224.875,0.0,129443.65742187515,7642
wifi,Variance,0.0,1.0,0,,50000,0.0,1.0,0.0,1.0,96
wifi,Weight,38.5,244.60000610351562,0,,50000,1.0,244.60000610351562,38.5,244.60000610351562,31
