split,epsilon,source_relpath,source_row_index,baseline_margin,adv_margin,queries_used,l0,l2,linf
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,138,0.0016983315070764338,-0.014989419934182013,32,5,3.036145979155073,1.8472824096679688
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,139,0.0016918472763279846,-0.02327695251842865,32,6,8829.274053096173,8825.15234375
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,158,0.0017013456881534994,-0.012361949269292571,32,2,1.3981373977065847,1.3972148895263672
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,160,0.0017002802660744942,-0.01266920356026835,32,2,1.2548480875958403,1.1050128936767578
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,163,0.0016996394388593128,-0.015676081180531987,32,3,12.73067377875272,8.963214874267578
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,166,0.001701661349054473,-0.016130374761464505,32,3,3.461247501112796,2.327198028564453
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,171,0.0017036852986402895,-0.014646702443182003,32,3,1597.9631290986913,1597.9609375
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,195,0.0016964892011854804,-0.01642764520941964,32,3,11272.40978043502,11266.23828125
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,197,0.0017092686295052673,-0.014703442279396572,32,3,0.8646083510706446,0.8608975410461426
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,198,0.0017091015273448251,-0.01480274108774593,32,3,2.852042904040397,2.4633941650390625
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,199,0.001711045476548101,-0.014527405024818418,32,3,2.563077109438472,2.561647415161133
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,215,0.0017125377690612176,-0.015484107267375813,32,3,7274.136044638234,7269.99609375
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,220,0.0017151554905554534,-0.01905527967968812,64,6,8776.229104341004,8769.015625
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,223,0.0017152333970176237,-0.01250506331338519,32,3,2.020296316632021,1.5416698455810547
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,234,0.0017305416423314401,-0.010587194686960677,32,1,2.7244434356689453,2.7244434356689453
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,239,0.0017305334410536721,-0.010592444928346212,32,1,2.506763458251953,2.506763458251953
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,254,0.0017320359720010003,-0.010161283548815847,32,2,2.3451020154008697,2.3374481201171875
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,270,0.0017320284132583685,-0.009084831175391495,32,1,2.1465015411376953,2.1465015411376953
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,286,0.0017320359706615163,-0.017908557506264744,32,3,1.9614116445464087,1.4374256134033203
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,287,0.0017322175580465338,-0.010039419810919825,32,1,2.589284896850586,2.589284896850586
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,312,0.0017335899917397812,-0.010901704972173798,32,2,3.007328905516592,2.4444103240966797
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,316,0.0017328333652283368,-0.009740605148982118,32,2,1.0389600541808794,1.0287456512451172
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,317,0.0017335373160947132,-0.010942866088465952,32,4,9520.224974914529,9514.078125
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,318,0.0017334334430564313,-0.009337835518511861,32,3,14.024903139425483,9.873680114746094
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,326,0.0017337063871716296,-0.009152396569008237,32,4,3655.4847350023297,3655.484375
train_bluetooth_catboost_recall_priority_control,0.1,Bluetooth/attacks/csv/train/Bluetooth_DoS_train.pcap.csv,331,0.001733918836661963,-0.010810741318707295,32,2,2.3910999298176057,2.3910999298095703
