iter	Logloss
0	0.4661343943
5	0.07150851107
10	0.02003193206
15	0.01239641254
20	0.009632340269
25	0.008123728997
30	0.007370590537
35	0.006638262638
40	0.006142887139
45	0.005706121273
50	0.005446629987
55	0.005214879431
60	0.005074113567
65	0.00492257607
70	0.004812752316
75	0.004709104699
80	0.004592348548
85	0.004499788947
90	0.004396461531
95	0.004317025423
100	0.004238033651
105	0.004165585641
110	0.004091133348
115	0.004034267636
120	0.003966725142
125	0.00391802871
130	0.003883118137
135	0.003830512444
140	0.003789292689
145	0.003723706098
150	0.00368336069
155	0.00364697197
160	0.003614448586
165	0.003585127536
170	0.003552208515
175	0.00352215062
180	0.003495609851
185	0.003467413963
190	0.003441951885
195	0.003410019251
200	0.003378668772
205	0.003357875081
210	0.003338305222
215	0.003310852547
220	0.003281451606
225	0.003265109864
230	0.003245160919
235	0.00322535457
240	0.003205600738
245	0.003181331299
250	0.003168988895
255	0.003140178704
260	0.003124036212
265	0.003106137386
270	0.003089943013
275	0.003071837933
280	0.003053769775
285	0.003038595209
290	0.00302361512
295	0.00300633378
300	0.002990458971
305	0.002982250542
310	0.002973242244
315	0.002957846147
320	0.002942046456
325	0.002928543241
330	0.002916923677
335	0.002903599023
340	0.002894440811
345	0.002884843992
350	0.002874486137
355	0.002864335808
360	0.002850812541
365	0.002844172972
370	0.002835124888
375	0.002822873833
380	0.002811037512
385	0.002800386511
390	0.002791882388
395	0.002780943332
400	0.002769641742
405	0.002757721392
410	0.002749017064
415	0.002739830841
420	0.002732492303
425	0.002724599301
430	0.00271938759
435	0.002706963066
440	0.002699222843
445	0.002693190257
450	0.002686626442
455	0.002674517981
460	0.002665767023
465	0.002656050686
470	0.002645691558
475	0.002640545573
480	0.002631297284
485	0.002623534941
490	0.002616209453
495	0.002610048595
500	0.002602719128
505	0.002594892012
510	0.002587325418
515	0.002579677341
520	0.00257219605
525	0.002564590942
530	0.002557112992
535	0.002551250692
540	0.002546330377
545	0.002540540329
550	0.002535011917
555	0.002528259355
560	0.002521890016
565	0.002516931346
570	0.002512639658
575	0.002507911113
580	0.002502424716
585	0.002496563848
590	0.002490754384
595	0.002484786093
600	0.002478037032
605	0.002473241487
610	0.002466108406
615	0.002459644694
620	0.002453556884
625	0.002447581113
630	0.002438456639
635	0.002431000333
640	0.00242530625
645	0.002418495281
650	0.002411654552
655	0.002406743944
660	0.002402499363
665	0.002397604352
670	0.002392991825
675	0.00238871987
680	0.002383622426
685	0.002379732421
690	0.002375511871
695	0.002371119602
700	0.002367734408
705	0.002362144725
710	0.002358021413
715	0.002354486145
720	0.002348805271
725	0.002344350299
730	0.002337431747
735	0.002333652508
740	0.002329191488
745	0.00232513629
750	0.002321747595
755	0.002316731156
760	0.002313664254
765	0.002310138535
770	0.002304906453
775	0.002300193027
780	0.002297346543
785	0.002293783265
790	0.002289147662
795	0.002285330069
800	0.00228000807
805	0.002275605297
810	0.002271786431
815	0.002267976477
820	0.002262861844
825	0.002259924329
830	0.002254333691
835	0.002250516098
840	0.002246704234
845	0.002241140173
850	0.002237159137
855	0.002233776172
860	0.002229411913
865	0.002224931159
870	0.002221644158
875	0.002218156475
880	0.002214184828
885	0.002209794947
890	0.00220551583
895	0.002202166445
900	0.002197802345
905	0.002193601687
910	0.002190271558
915	0.002187154685
920	0.002182637964
925	0.002177617546
930	0.002174650588
935	0.002170991982
940	0.002167741744
945	0.002165094033
950	0.002161679079
955	0.002157830453
960	0.002154278315
965	0.002150495575
970	0.002147694925
975	0.00214394115
980	0.002140103027
985	0.002136417366
990	0.002133682443
995	0.002130436184
1000	0.00212647345
1005	0.002123814598
1010	0.002121774029
1015	0.002119343234
1020	0.002116074058
1025	0.002113230915
1030	0.002108420252
1035	0.002105476052
1040	0.002103214269
1045	0.002100540618
1050	0.002097635567
1055	0.002094773805
1060	0.002090471772
1065	0.002086815075
1070	0.002083178272
1075	0.002079106205
1080	0.002075632049
1085	0.002073400027
1090	0.002070238752
1095	0.002068483372
1100	0.002065392917
1105	0.00206211833
1110	0.002060199507
1115	0.002055924051
1120	0.002052545542
1125	0.002050354739
1130	0.002047280517
1135	0.002042010399
1140	0.00203874918
1145	0.002035656815
1150	0.002032904067
1155	0.002029853558
1160	0.002026100578
1165	0.002022562605
1170	0.002019295975
1175	0.002016677388
1180	0.002012357848
1185	0.00200925673
1190	0.002006492524
1195	0.002004042473
1200	0.002001963231
1205	0.001998946938
1210	0.001995182499
1215	0.00199174065
1220	0.001988714808
1225	0.001985540324
1230	0.00198259501
1235	0.001980581495
1240	0.001978747975
1245	0.001975376309
1250	0.001972701384
1255	0.001969210995
1260	0.001966596227
1265	0.001963669692
1270	0.001961515493
1275	0.001958045156
1280	0.001954954542
1285	0.001952480777
1290	0.001949153195
1295	0.001945650551
1300	0.00194312586
1305	0.001940837182
1310	0.001938597681
1315	0.001935522185
1320	0.001932648009
1325	0.001928754185
