protocol_hint,feature,lower_bound,upper_bound,is_locked,lock_reason,sample_rows,sample_min,sample_max,sample_p_low,sample_p_high,sample_unique_count
wifi,Header_Length,0.0,1153084.3587499978,0,,2000,0.0,8628702.0,0.0,1153084.3587499978,954
wifi,Protocol Type,1.0,17.0,1,semantic,2000,0.9900000095367432,17.0,1.0,17.0,65
wifi,Duration,51.398001518249515,87.9672982025146,0,,2000,43.099998474121094,255.0,51.398001518249515,87.9672982025146,89
wifi,Rate,0.0,167873.7598437499,0,,2000,0.0,580340.875,0.0,167873.7598437499,1859
wifi,Srate,0.0,167873.7598437499,0,,2000,0.0,580340.875,0.0,167873.7598437499,1859
wifi,Drate,0.0,0.0,1,auto_low_cardinality,2000,0.0,0.0,0.0,0.0,1
wifi,fin_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.10000000149011612,0.0,0.0,3
wifi,syn_flag_number,0.0,1.0,1,semantic,2000,0.0,1.0,0.0,1.0,49
wifi,rst_flag_number,0.0,0.6703000164031979,1,semantic,2000,0.0,1.0,0.0,0.6703000164031979,50
wifi,psh_flag_number,0.0,0.5,1,semantic|auto_low_cardinality,2000,0.0,1.0,0.0,0.5,19
wifi,ack_flag_number,0.0,1.0,1,semantic,2000,0.0,1.0,0.0,1.0,59
wifi,ece_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.10000000149011612,0.0,0.0,2
wifi,cwr_flag_number,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.10000000149011612,0.0,0.0,2
wifi,ack_count,0.0,0.0,1,auto_low_cardinality,2000,0.0,0.800000011920929,0.0,0.0,7
wifi,syn_count,0.0,2.0,0,,2000,0.0,2.4000000953674316,0.0,2.0,69
wifi,fin_count,0.0,1.0,0,,2000,0.0,1.0,0.0,1.0,54
wifi,rst_count,0.0,2938.898999023437,0,,2000,0.0,13831.2998046875,0.0,2938.898999023437,185
wifi,HTTP,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,1.0,0.0,0.0,5
wifi,HTTPS,0.0,0.30000001192092896,1,semantic,2000,0.0,1.0,0.0,0.30000001192092896,27
wifi,DNS,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.4000000059604645,0.0,0.0,6
wifi,Telnet,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.009999999776482582,0.0,0.0,2
wifi,SMTP,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.009999999776482582,0.0,0.0,2
wifi,SSH,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.009999999776482582,0.0,0.0,2
wifi,IRC,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.009999999776482582,0.0,0.0,2
wifi,TCP,0.0,1.0,1,semantic,2000,0.0,1.0,0.0,1.0,31
wifi,UDP,0.0,1.0,1,semantic,2000,0.0,1.0,0.0,1.0,30
wifi,DHCP,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.0,0.0,0.0,1
wifi,ARP,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.30000001192092896,0.0,0.0,5
wifi,ICMP,0.0,1.0,1,semantic,2000,0.0,1.0,0.0,1.0,26
wifi,IGMP,0.0,0.0,1,semantic|auto_low_cardinality,2000,0.0,0.0,0.0,0.0,1
wifi,IPv,1.0,1.0,1,semantic|auto_low_cardinality,2000,0.699999988079071,1.0,1.0,1.0,5
wifi,LLC,1.0,1.0,1,semantic|auto_low_cardinality,2000,0.699999988079071,1.0,1.0,1.0,5
wifi,Tot sum,440.9620001220703,4274.900986328124,0,,2000,297.0,25783.80078125,440.9620001220703,4274.900986328124,389
wifi,Min,42.0,129.17279510498042,0,,2000,42.0,1514.0,42.0,129.17279510498042,126
wifi,Max,42.0,1112.387951660155,0,,2000,42.0,2962.0,42.0,1112.387951660155,326
wifi,AVG,42.0,387.5269039916989,0,,2000,42.0,1660.964599609375,42.0,387.5269039916989,394
wifi,Std,0.0,288.5457318115234,0,,2000,0.0,697.1795654296875,0.0,288.5457318115234,380
wifi,Tot size,42.0,372.025,0,,2000,42.0,1658.800048828125,42.0,372.025,294
wifi,IAT,0.0005627384301624265,169936886.08,0,,2000,0.0,170117680.0,0.0005627384301624265,169936886.08,276
wifi,Number,5.5,13.5,0,,2000,5.5,13.5,5.5,13.5,5
wifi,Magnitue,9.165151596069336,27.414896392822264,0,,2000,9.165151596069336,57.64726638793945,9.165151596069336,27.414896392822264,389
wifi,Radius,0.0,408.0739624023437,0,,2000,0.0,987.0435791015625,0.0,408.0739624023437,374
wifi,Covariance,0.0,106324.76851562495,0,,2000,0.0,487209.5,0.0,106324.76851562495,374
wifi,Variance,0.0,1.0,0,,2000,0.0,1.0,0.0,1.0,57
wifi,Weight,38.5,244.60000610351562,0,,2000,38.5,244.60000610351562,38.5,244.60000610351562,5
